Ticker,Nazwa,Kwartały,ROE,ROA,Marża zysku operacyjnego,Marża zysku netto,Marża zysku ze sprzedaży,Marża zysku brutto,Marża zysku brutto ze sprzedaży,Rentowność operacyjna aktywów
STALPROFIL,STALPROFI,2019/Q2,"8,79%","3,10%","2,57%","1,75%","2,24%","2,68%","7,36%","4,54%"
STALPROFIL,STALPROFI,2019/Q3,"6,67%","2,06%","2,16%","1,38%","1,77%","2,10%","6,32%","3,23%"
STALPROFIL,STALPROFI,2019/Q4,"5,54%","1,77%","1,99%","1,16%","2,00%","1,87%","7,03%","3,01%"
STALPROFIL,STALPROFI,2020/Q1,"5,21%","1,53%","2,04%","1,10%","2,05%","1,77%","7,25%","2,85%"
STALPROFIL,STALPROFI,2020/Q2,"6,40%","2,08%","2,21%","1,30%","2,28%","2,06%","7,74%","3,54%"
STALPROFIL,STALPROFI,2020/Q3,"6,25%","2,00%","2,16%","1,30%","2,26%","2,10%","8,01%","3,33%"
STALPROFIL,STALPROFI,2020/Q4,"6,62%","2,31%","2,29%","1,37%","2,20%","2,21%","8,27%","3,87%"
STALPROFIL,STALPROFI,2021/Q1,"9,44%","3,63%","2,99%","1,97%","2,86%","2,97%","9,11%","5,50%"
STALPROFIL,STALPROFI,2021/Q2,"18,80%","7,85%","5,97%","4,50%","5,69%","6,14%","12,40%","10,42%"
STALPROFIL,STALPROFI,2021/Q3,"23,01%","9,36%","7,88%","6,10%","7,60%","8,15%","14,32%","12,11%"
STALPROFIL,STALPROFI,2021/Q4,"26,75%","9,63%","8,99%","7,03%","8,50%","9,27%","14,46%","12,30%"
STALPROFIL,STALPROFI,2022/Q1,"29,50%","10,99%","9,69%","7,63%","9,36%","9,93%","15,13%","13,95%"
STALPROFIL,STALPROFI,2022/Q2,"25,59%","10,36%","7,62%","5,92%","7,48%","7,76%","12,52%","13,34%"
STALPROFIL,STALPROFI,2022/Q3,"22,15%","9,20%","6,39%","4,82%","6,23%","6,45%","11,21%","12,21%"
STALPROFIL,STALPROFI,2022/Q4,"16,03%","7,01%","4,94%","3,55%","4,72%","4,91%","9,84%","9,74%"
STALPROFIL,STALPROFI,2023/Q1,"9,18%","4,00%","3,29%","2,16%","2,99%","3,21%","8,13%","6,10%"
STALPROFIL,STALPROFI,2023/Q2,"4,28%","2,08%","2,49%","1,12%","2,07%","1,99%","7,60%","4,65%"
STALPROFIL,STALPROFI,2023/Q3,"1,86%","0,92%","1,89%","0,54%","1,45%","1,45%","7,13%","3,22%"
STALPROFIL,STALPROFI,2023/Q4,"3,16%","1,53%","2,42%","1,02%","2,17%","1,66%","8,61%","3,65%"
STALPROFIL,STALPROFI,2024/Q1,"2,82%","1,32%","2,47%","1,02%","2,26%","1,68%","8,94%","3,20%"
STALPROFIL,STALPROFI,2024/Q2,"3,11%","1,47%","2,04%","1,06%","1,77%","1,66%","8,30%","2,81%"
STALPROFIL,STALPROFI,2024/Q3,"3,50%","1,63%","2,15%","1,25%","1,88%","1,56%","8,91%","2,81%"
STALPROFIL,STALPROFI,2024/Q4,"2,87%","1,11%","1,64%","0,85%","1,51%","1,40%","7,73%","2,15%"
STALPROFIL,STALPROFI,2025/Q1,"2,09%","0,79%","1,36%","0,55%","1,24%","0,98%","7,33%","1,97%"
STALPRODUKT,STALPROD,2004/Q4,"25,08%","15,29%","9,23%","7,90%","9,42%","9,91%","15,37%","17,88%"
STALPRODUKT,STALPROD,2005/Q4,"24,35%","15,80%","10,66%","8,83%","10,03%","10,81%","15,93%","19,08%"
STALPRODUKT,STALPROD,2006/Q1,"30,90%","20,04%","14,49%","11,91%","14,22%","14,62%","20,09%","24,37%"
STALPRODUKT,STALPROD,2006/Q2,"41,72%","25,41%","18,99%","15,58%","18,88%","19,01%","24,67%","30,99%"
STALPRODUKT,STALPROD,2006/Q3,"47,31%","31,28%","23,32%","19,07%","22,95%","23,39%","28,34%","38,26%"
STALPRODUKT,STALPROD,2006/Q4,"47,93%","31,78%","25,76%","20,87%","25,95%","25,73%","31,19%","39,23%"
STALPRODUKT,STALPROD,2007/Q1,"49,38%","34,46%","26,96%","21,79%","27,12%","26,87%","32,18%","42,63%"
STALPRODUKT,STALPROD,2007/Q2,"52,79%","33,30%","27,60%","22,44%","27,79%","27,78%","32,69%","40,96%"
STALPRODUKT,STALPROD,2007/Q3,"46,83%","32,85%","26,91%","21,96%","27,06%","27,07%","32,27%","40,27%"
STALPRODUKT,STALPROD,2007/Q4,"42,29%","31,36%","26,17%","21,47%","26,40%","26,60%","31,71%","38,22%"
STALPRODUKT,STALPROD,2008/Q1,"38,37%","29,28%","26,46%","21,65%","26,69%","26,82%","32,22%","35,78%"
STALPRODUKT,STALPROD,2008/Q2,"37,86%","25,44%","25,74%","21,28%","25,92%","26,33%","31,44%","30,77%"
STALPRODUKT,STALPROD,2008/Q3,"33,90%","25,97%","24,11%","19,72%","24,33%","24,47%","29,87%","31,76%"
STALPRODUKT,STALPROD,2008/Q4,"31,96%","25,80%","23,88%","19,57%","23,99%","24,18%","29,80%","31,48%"
STALPRODUKT,STALPROD,2009/Q1,"28,72%","22,47%","22,65%","19,01%","22,77%","23,49%","29,01%","26,78%"
STALPRODUKT,STALPROD,2009/Q2,"25,60%","19,88%","21,68%","17,94%","21,78%","22,12%","28,55%","24,02%"
STALPRODUKT,STALPROD,2009/Q3,"24,10%","18,83%","22,25%","18,47%","22,32%","22,74%","29,40%","22,69%"
STALPRODUKT,STALPROD,2009/Q4,"21,74%","18,33%","20,99%","17,30%","21,07%","21,28%","28,34%","22,24%"
STALPRODUKT,STALPROD,2010/Q1,"18,23%","14,89%","19,04%","15,42%","19,09%","18,85%","26,46%","18,39%"
STALPRODUKT,STALPROD,2010/Q2,"17,85%","13,73%","17,76%","14,67%","17,84%","18,11%","25,13%","16,63%"
STALPRODUKT,STALPROD,2010/Q3,"13,57%","10,86%","13,56%","11,15%","13,70%","13,74%","20,97%","13,21%"
STALPRODUKT,STALPROD,2010/Q4,"10,46%","8,51%","10,26%","8,51%","10,53%","10,52%","17,71%","10,26%"
STALPRODUKT,STALPROD,2011/Q1,"9,30%","7,21%","8,75%","7,23%","9,02%","8,99%","16,02%","8,72%"
STALPRODUKT,STALPROD,2011/Q2,"5,95%","4,74%","5,78%","4,60%","6,03%","5,59%","13,09%","5,95%"
STALPRODUKT,STALPROD,2011/Q3,"7,04%","5,60%","6,41%","5,38%","6,67%","6,61%","13,69%","6,68%"
STALPRODUKT,STALPROD,2011/Q4,"8,09%","6,63%","7,34%","6,07%","7,65%","7,40%","14,71%","8,01%"
STALPRODUKT,STALPROD,2012/Q1,"7,95%","6,50%","7,46%","6,13%","7,76%","7,47%","14,82%","7,89%"
STALPRODUKT,STALPROD,2012/Q2,"8,28%","6,72%","7,89%","6,52%","8,14%","7,97%","15,45%","8,13%"
STALPRODUKT,STALPROD,2012/Q3,"6,46%","5,40%","6,49%","5,28%","6,69%","6,39%","14,14%","6,64%"
STALPRODUKT,STALPROD,2012/Q4,"4,05%","3,05%","4,16%","3,51%","4,25%","4,28%","11,88%","3,62%"
STALPRODUKT,STALPROD,2013/Q1,"2,56%","1,62%","3,03%","2,38%","3,07%","3,08%","10,38%","2,06%"
STALPRODUKT,STALPROD,2013/Q2,"1,82%","1,19%","1,76%","1,56%","1,89%","1,95%","9,15%","1,35%"
STALPRODUKT,STALPROD,2013/Q3,"1,94%","1,26%","1,47%","1,49%","1,64%","1,92%","8,60%","1,25%"
STALPRODUKT,STALPROD,2013/Q4,"4,47%","2,43%","2,88%","2,59%","1,52%","3,45%","8,51%","2,70%"
STALPRODUKT,STALPROD,2014/Q1,"3,88%","2,11%","2,62%","2,30%","1,24%","3,19%","8,39%","2,40%"
STALPRODUKT,STALPROD,2014/Q2,"4,63%","2,56%","3,47%","2,74%","1,71%","3,86%","8,82%","3,24%"
STALPRODUKT,STALPROD,2014/Q3,"5,57%","3,02%","5,17%","3,27%","3,49%","5,02%","10,74%","4,78%"
STALPRODUKT,STALPROD,2014/Q4,"5,23%","2,90%","5,01%","3,19%","5,39%","4,73%","12,61%","4,56%"
STALPRODUKT,STALPROD,2015/Q1,"7,03%","3,89%","6,78%","4,22%","7,19%","6,19%","14,27%","6,25%"
STALPRODUKT,STALPROD,2015/Q2,"8,24%","4,75%","7,63%","5,09%","8,66%","7,20%","15,64%","7,11%"
STALPRODUKT,STALPROD,2015/Q3,"9,60%","5,89%","8,45%","6,28%","9,55%","8,34%","16,40%","7,93%"
STALPRODUKT,STALPROD,2015/Q4,"11,15%","6,63%","9,31%","7,00%","10,69%","9,18%","17,53%","8,82%"
STALPRODUKT,STALPROD,2016/Q1,"12,64%","7,15%","9,71%","7,93%","11,55%","10,18%","18,49%","8,76%"
STALPRODUKT,STALPROD,2016/Q2,"16,14%","8,81%","11,72%","9,65%","13,11%","12,43%","19,90%","10,71%"
STALPRODUKT,STALPROD,2016/Q3,"16,16%","8,75%","11,98%","9,81%","13,15%","12,63%","20,00%","10,68%"
STALPRODUKT,STALPROD,2016/Q4,"17,55%","8,76%","13,14%","10,37%","13,58%","13,54%","20,17%","11,10%"
STALPRODUKT,STALPROD,2017/Q1,"17,62%","8,93%","13,64%","10,34%","13,57%","13,52%","19,87%","11,79%"
STALPRODUKT,STALPROD,2017/Q2,"13,52%","7,24%","11,51%","8,51%","11,43%","11,21%","17,71%","9,80%"
STALPRODUKT,STALPROD,2017/Q3,"13,57%","7,24%","11,19%","8,05%","11,09%","10,71%","17,12%","10,07%"
STALPRODUKT,STALPROD,2017/Q4,"11,86%","6,46%","10,27%","7,27%","9,90%","9,92%","15,92%","9,13%"
STALPRODUKT,STALPROD,2018/Q1,"11,80%","6,35%","9,72%","7,59%","9,52%","10,17%","15,51%","8,13%"
STALPRODUKT,STALPROD,2018/Q2,"11,92%","6,48%","9,64%","7,56%","9,58%","10,03%","15,31%","8,26%"
STALPRODUKT,STALPROD,2018/Q3,"10,94%","6,55%","8,83%","7,26%","8,71%","9,51%","14,60%","7,97%"
STALPRODUKT,STALPROD,2018/Q4,"10,42%","6,20%","7,58%","6,83%","7,88%","8,82%","13,88%","6,88%"
STALPRODUKT,STALPROD,2019/Q1,"8,56%","4,76%","6,55%","5,31%","6,79%","7,06%","12,89%","5,88%"
STALPRODUKT,STALPROD,2019/Q2,"7,62%","4,31%","6,08%","4,82%","6,27%","6,58%","12,54%","5,44%"
STALPRODUKT,STALPROD,2019/Q3,"6,22%","3,77%","5,57%","4,17%","5,89%","5,85%","12,21%","5,05%"
STALPRODUKT,STALPROD,2019/Q4,"5,38%","3,28%","5,34%","3,73%","6,28%","5,26%","12,64%","4,69%"
STALPRODUKT,STALPROD,2020/Q1,"4,88%","3,01%","4,70%","3,48%","5,94%","4,87%","12,38%","4,06%"
STALPRODUKT,STALPROD,2020/Q2,"4,87%","3,04%","4,71%","3,71%","5,63%","4,89%","12,45%","3,85%"
STALPRODUKT,STALPROD,2020/Q3,"5,22%","3,34%","5,50%","4,25%","5,90%","5,76%","12,94%","4,33%"
STALPRODUKT,STALPROD,2020/Q4,"6,17%","3,96%","5,90%","5,20%","5,68%","6,73%","12,71%","4,50%"
STALPRODUKT,STALPROD,2021/Q1,"7,79%","4,98%","7,62%","6,45%","6,87%","8,05%","13,68%","5,89%"
STALPRODUKT,STALPROD,2021/Q2,"10,46%","6,79%","9,68%","8,12%","9,22%","10,11%","15,55%","8,10%"
STALPRODUKT,STALPROD,2021/Q3,"13,51%","8,71%","11,74%","9,88%","11,44%","12,02%","17,26%","10,35%"
STALPRODUKT,STALPROD,2021/Q4,"15,92%","10,73%","13,55%","11,11%","12,26%","13,20%","17,54%","13,08%"
STALPRODUKT,STALPROD,2022/Q1,"17,72%","11,64%","13,74%","11,48%","12,68%","13,65%","17,62%","13,93%"
STALPRODUKT,STALPROD,2022/Q2,"16,32%","10,78%","12,76%","10,23%","12,25%","12,53%","17,05%","13,44%"
STALPRODUKT,STALPROD,2022/Q3,"14,06%","9,70%","10,88%","8,72%","10,54%","10,69%","15,42%","12,09%"
STALPRODUKT,STALPROD,2022/Q4,"12,74%","9,15%","10,35%","8,03%","9,38%","10,13%","14,58%","11,80%"
STALPRODUKT,STALPROD,2023/Q1,"11,37%","8,26%","9,94%","7,65%","8,99%","9,72%","14,39%","10,73%"
STALPRODUKT,STALPROD,2023/Q2,"7,83%","5,68%","7,39%","5,41%","6,21%","7,27%","11,77%","7,77%"
STALPRODUKT,STALPROD,2023/Q3,"5,79%","4,28%","5,71%","4,32%","4,32%","5,94%","10,04%","5,66%"
STALPRODUKT,STALPROD,2023/Q4,"2,38%","1,83%","2,37%","1,92%","1,35%","2,76%","7,32%","2,26%"
STALPRODUKT,STALPROD,2024/Q1,"-1,76%","-1,34%","-1,86%","-1,53%","-3,02%","-1,23%","3,42%","-1,63%"
STALPRODUKT,STALPROD,2024/Q2,"-0,44%","-0,33%","-1,40%","-0,41%","-3,11%","-0,50%","3,74%","-1,10%"
STALPRODUKT,STALPROD,2024/Q3,"-0,98%","-0,73%","-1,70%","-0,92%","-3,18%","-1,09%","3,79%","-1,35%"
STALPRODUKT,STALPROD,2024/Q4,"0,82%","0,61%","0,80%","0,78%","0,88%","1,46%","7,70%","0,62%"
STALPRODUKT,STALPROD,2025/Q1,"1,45%","1,10%","1,47%","1,34%","1,67%","2,06%","8,38%","1,21%"
STS,SATIS,2008/Q4,"-0,66%","-0,54%","-4,54%","-0,65%","-4,45%","-0,47%","36,92%","-3,72%"
STS,SATIS,2009/Q4,"4,51%","2,09%","4,10%","1,18%","5,14%","4,49%","25,97%","7,26%"
STS,SATIS,2010/Q1,"0,32%","0,12%","3,23%","0,07%","4,03%","3,73%","24,46%","5,32%"
STS,SATIS,2010/Q2,"19,75%","8,66%","10,53%","4,51%","8,13%","9,73%","26,01%","20,20%"
STS,SATIS,2010/Q3,"30,28%","13,22%","12,52%","6,20%","9,72%","11,44%","27,69%","26,70%"
STS,SATIS,2010/Q4,"24,95%","8,25%","11,49%","4,75%","7,67%","10,54%","24,48%","19,96%"
STS,SATIS,2011/Q1,"32,20%","10,77%","12,40%","5,47%","8,64%","11,14%","24,57%","24,38%"
STS,SATIS,2011/Q2,"18,46%","5,87%","8,60%","3,33%","7,06%","7,84%","23,60%","15,17%"
STS,SATIS,2011/Q3,"27,15%","7,96%","9,29%","4,53%","7,73%","8,95%","23,08%","16,32%"
STS,SATIS,2011/Q4,"33,25%","9,32%","10,75%","5,58%","11,72%","11,30%","26,84%","17,95%"
STS,SATIS,2012/Q1,"34,47%","10,12%","10,58%","5,33%","11,83%","10,93%","26,11%","20,10%"
STS,SATIS,2012/Q2,"34,07%","9,90%","9,84%","5,08%","11,13%","10,89%","24,78%","19,18%"
STS,SATIS,2012/Q3,"28,81%","8,64%","9,03%","4,50%","10,62%","9,99%","24,46%","17,36%"
STS,SATIS,2012/Q4,"28,47%","9,67%","9,48%","5,58%","9,39%","9,33%","21,52%","16,41%"
STS,SATIS,2013/Q1,"28,50%","10,13%","8,69%","5,31%","8,09%","8,52%","19,27%","16,57%"
STS,SATIS,2013/Q2,"29,43%","10,25%","8,47%","5,99%","7,27%","7,56%","18,06%","14,50%"
STS,SATIS,2013/Q3,"34,68%","11,61%","8,76%","6,98%","7,16%","7,66%","17,24%","14,57%"
STS,SATIS,2013/Q4,"30,82%","11,66%","5,93%","7,08%","4,46%","5,00%","13,68%","9,76%"
STS,SATIS,2014/Q1,"48,47%","23,61%","6,09%","12,74%","4,85%","11,09%","14,04%","11,29%"
STS,SATIS,2014/Q2,"45,17%","22,14%","5,68%","11,74%","4,96%","10,28%","14,29%","10,72%"
STS,SATIS,2014/Q3,"47,43%","25,25%","5,15%","11,12%","4,88%","11,67%","14,94%","11,69%"
STS,SATIS,2014/Q4,"34,40%","16,70%","6,26%","10,63%","5,52%","13,55%","17,40%","9,84%"
STS,SATIS,2015/Q1,"20,47%","11,03%","7,52%","6,45%","7,11%","8,95%","18,76%","12,86%"
STS,SATIS,2015/Q2,"21,67%","10,45%","7,04%","6,09%","6,82%","8,78%","18,01%","12,08%"
STS,SATIS,2015/Q3,"21,04%","9,24%","6,87%","6,65%","6,53%","6,65%","16,89%","9,54%"
STS,SATIS,2015/Q4,"55,28%","31,95%","3,73%","24,89%","3,69%","26,24%","15,09%","4,78%"
STS,SATIS,2016/Q1,"52,27%","29,70%","3,43%","26,24%","3,09%","27,25%","15,42%","3,89%"
STS,SATIS,2016/Q2,"51,23%","34,04%","2,55%","27,53%","2,12%","28,52%","16,99%","3,15%"
STS,SATIS,2016/Q3,"77,73%","46,99%","2,37%","24,29%","2,08%","26,74%","15,34%","4,59%"
STS,SATIS,2016/Q4,"-91,44%","-34,88%","-6,75%","-12,13%","-3,56%","-9,83%","-0,24%","-19,39%"
STS,SATIS,2017/Q1,"-2 614,87%","139,44%","-11,75%","41,89%","-7,74%","54,28%","-5,79%","-39,13%"
STS,SATIS,2017/Q2,"2 210,33%","362,79%","-15,52%","69,37%","-16,25%","88,52%","-20,65%","-81,19%"
STS,SATIS,2017/Q3,"4 868,66%","399,07%","-29,27%","105,10%","-26,36%","134,35%","-33,54%","-111,14%"
STS,SATIS,2017/Q4,"50,17%","-1 084,84%","1,56%","-1 117,57%","-42,55%","-942,52%","22,40%","1,52%"
STS,SATIS,2018/Q1,"98,68%","-2 049,95%","5,77%","-2 220,73%","-34,25%","-2 221,85%","25,66%","5,33%"
STS,SATIS,2018/Q2,"130,21%","-122,20%","126,94%","-154,14%","-5,50%","-153,19%","27,97%","100,63%"
STS,SATIS,2018/Q3,"113,30%","-109,14%","148,74%","-129,91%","-2,35%","-128,67%","25,12%","124,96%"
STS,SATIS,2018/Q4,"-1 218,75%","1 694,01%","136,97%","1 955,84%","-8,10%","1 983,90%","19,53%","118,63%"
STS,SATIS,2019/Q1,"14,34%","-1 326,27%","187,97%","-468,03%","-9,88%","-431,13%","18,19%","532,67%"
STS,SATIS,2019/Q2,"95,42%","-22 049,10%","-45,55%","-3 959,96%","-12,26%","-3 968,87%","18,50%","-253,64%"
STS,SATIS,2019/Q3,"95,39%","-5 975,22%","-57,48%","-5 835,88%","-21,96%","-5 849,51%","10,69%","-58,85%"
STS,SATIS,2019/Q4,"96,11%","-22 851,75%","-46,47%","-13 444,98%","-9,89%","-13 631,68%","22,46%","-78,98%"
STS,SATIS,2020/Q1,"3,54%","-739,38%","-44,32%","-465,02%","-6,87%","-640,35%","18,09%","-70,46%"
STS,SATIS,2020/Q2,"3,08%","-643,31%","-15,73%","-438,54%","-8,76%","-438,54%","17,15%","-23,08%"
STS,SATIS,2020/Q3,"3,09%","-719,54%","-18,93%","-474,41%","-8,25%","-474,35%","12,66%","-28,71%"
STS,SATIS,2020/Q4,"-0,26%","33,48%","28,85%","24,87%","34,03%","24,87%","46,61%","38,83%"
STS,SATIS,2021/Q1,"-0,34%","39,32%","33,76%","29,97%","31,39%","29,97%","43,60%","44,30%"
STS,SATIS,2021/Q2,"39 069,01%","4 240,28%","8 568,88%","8 576,72%","31,24%","8 576,72%","39,94%","4 236,41%"
STS,SATIS,2021/Q3,"111 021,22%","12 569,41%","8 455,46%","8 455,14%","29,28%","8 455,14%","35,97%","12 569,87%"
STS,SATIS,2021/Q4,"-326 184,35%","14 834,68%","12 494,37%","12 493,45%","-11,95%","12 493,45%","0,65%","14 835,78%"
STS,SATIS,2022/Q1,"-491 760,01%","14 325,64%","12 711,65%","12 709,96%","-13,53%","12 709,96%","7,94%","14 327,54%"
STS,SATIS,2022/Q2,"247,98%","-68,71%","-35,62%","-53,41%","-32,78%","-53,41%","-2,42%","-45,82%"
STS,SATIS,2022/Q3,"144,87%","-44,31%","-24,90%","-29,97%","-22,51%","-29,97%","4,13%","-36,81%"
STS,SATIS,2022/Q4,"89,84%","-61,58%","-24,46%","-29,09%","-22,67%","-29,09%","6,54%","-51,76%"
STS,SATIS,2023/Q1,"-253,56%","-36,25%","-43,34%","-49,41%","-41,13%","-49,41%","-4,68%","-31,80%"
STS,SATIS,2023/Q2,"-362,50%","-30,68%","-49,27%","-58,85%","-45,94%","-58,85%","2,68%","-25,69%"
STS,SATIS,2023/Q3,"-168,99%","-21,90%","-128,88%","-165,84%","-186,65%","-165,84%","13,66%","-17,02%"
STS,SATIS,2023/Q4,"106,79%","-385,07%",,,,,,"-306,89%"
STS,SATIS,2024/Q1,"104,47%","-375,07%",,,,,,"-297,94%"
STS,SATIS,2024/Q2,"100,07%","-13 435,71%",,,,,,"-13 347,78%"
STS,SATIS,2024/Q3,"100,12%","-13 733,47%",,,,,,"-13 643,68%"
STS,SATIS,2024/Q4,"96,87%","-13 098,26%",,,,,,"-13 092,61%"
STS,SATIS,2025/Q1,"96,87%","-10 310,26%",,,,,,"-10 307,02%"
STALEXPORT-AUTOSTRADY,STALEXP,2004/Q4,"14,99%","1,76%","1,10%","1,15%","5,97%","2,05%","13,51%","1,68%"
STALEXPORT-AUTOSTRADY,STALEXP,2005/Q4,"-348,77%","-13,08%","-7,96%","-16,49%","7,10%","-13,46%","18,98%","-6,31%"
STALEXPORT-AUTOSTRADY,STALEXP,2006/Q1,"-173,98%","-11,40%","-8,38%","-14,91%","7,55%","-12,90%","20,84%","-6,41%"
STALEXPORT-AUTOSTRADY,STALEXP,2006/Q2,"-192,64%","-11,34%","-9,18%","-15,02%","8,11%","-13,10%","21,93%","-6,94%"
STALEXPORT-AUTOSTRADY,STALEXP,2006/Q3,"-43,56%","-9,10%","-6,56%","-11,09%","8,54%","-8,98%","22,48%","-5,38%"
STALEXPORT-AUTOSTRADY,STALEXP,2006/Q4,"27,42%","5,92%","9,63%","6,89%","7,77%","7,87%","21,95%","8,27%"
STALEXPORT-AUTOSTRADY,STALEXP,2007/Q1,"15,00%","2,78%","10,19%","4,95%","8,04%","6,64%","22,83%","5,73%"
STALEXPORT-AUTOSTRADY,STALEXP,2007/Q2,"12,61%","3,72%","16,06%","7,78%","9,54%","10,38%","27,13%","7,69%"
STALEXPORT-AUTOSTRADY,STALEXP,2007/Q3,"8,75%","2,87%","19,21%","8,29%","11,95%","11,53%","35,78%","6,66%"
STALEXPORT-AUTOSTRADY,STALEXP,2007/Q4,"10,00%","4,25%","39,31%","25,02%","29,29%","60,67%","57,05%","6,68%"
STALEXPORT-AUTOSTRADY,STALEXP,2008/Q1,"10,99%","4,79%","42,52%","27,29%","32,91%","64,92%","60,56%","7,46%"
STALEXPORT-AUTOSTRADY,STALEXP,2008/Q2,"14,01%","6,35%","48,43%","36,22%","38,03%","77,18%","59,28%","8,49%"
STALEXPORT-AUTOSTRADY,STALEXP,2008/Q3,"14,41%","6,76%","49,98%","37,24%","38,16%","72,27%","53,69%","9,07%"
STALEXPORT-AUTOSTRADY,STALEXP,2008/Q4,"8,90%","3,94%","41,70%","22,46%","29,16%","30,54%","52,07%","7,32%"
STALEXPORT-AUTOSTRADY,STALEXP,2009/Q1,"6,02%","2,79%","39,38%","16,06%","26,62%","23,09%","48,53%","6,84%"
STALEXPORT-AUTOSTRADY,STALEXP,2009/Q2,"2,22%","1,06%","30,85%","6,22%","21,34%","6,27%","43,95%","5,27%"
STALEXPORT-AUTOSTRADY,STALEXP,2009/Q3,"-1,70%","-0,25%","24,97%","-2,25%","17,72%","1,64%","41,02%","2,83%"
STALEXPORT-AUTOSTRADY,STALEXP,2009/Q4,"2,24%","0,35%","30,88%","2,73%","22,71%","6,45%","46,36%","3,98%"
STALEXPORT-AUTOSTRADY,STALEXP,2010/Q1,"5,50%","0,84%","32,78%","6,38%","25,57%","9,56%","48,82%","4,34%"
STALEXPORT-AUTOSTRADY,STALEXP,2010/Q2,"7,63%","1,20%","29,20%","8,88%","24,64%","14,72%","47,30%","3,95%"
STALEXPORT-AUTOSTRADY,STALEXP,2010/Q3,"10,94%","1,51%","34,77%","12,35%","30,00%","18,08%","50,02%","4,25%"
STALEXPORT-AUTOSTRADY,STALEXP,2010/Q4,"5,82%","0,74%","37,51%","6,20%","34,89%","11,87%","53,93%","4,48%"
STALEXPORT-AUTOSTRADY,STALEXP,2011/Q1,"1,41%","0,17%","34,38%","1,42%","35,55%","8,00%","54,30%","4,21%"
STALEXPORT-AUTOSTRADY,STALEXP,2011/Q2,"-0,39%","-0,05%","39,08%","-0,38%","40,06%","4,57%","57,67%","4,80%"
STALEXPORT-AUTOSTRADY,STALEXP,2011/Q3,"-2,54%","-0,32%","37,93%","-2,51%","39,09%","2,76%","56,99%","4,82%"
STALEXPORT-AUTOSTRADY,STALEXP,2011/Q4,"3,02%","0,39%","35,20%","2,94%","37,62%","8,79%","55,04%","4,63%"
STALEXPORT-AUTOSTRADY,STALEXP,2012/Q1,"3,37%","0,42%","34,18%","3,17%","32,74%","8,55%","50,44%","4,56%"
STALEXPORT-AUTOSTRADY,STALEXP,2012/Q2,"3,31%","0,44%","33,40%","3,13%","32,17%","8,12%","49,61%","4,74%"
STALEXPORT-AUTOSTRADY,STALEXP,2012/Q3,"6,73%","0,96%","35,31%","6,68%","34,27%","11,69%","51,16%","5,06%"
STALEXPORT-AUTOSTRADY,STALEXP,2012/Q4,"4,71%","0,66%","35,61%","4,64%","34,00%","9,78%","51,24%","5,10%"
STALEXPORT-AUTOSTRADY,STALEXP,2013/Q1,"10,96%","1,64%","42,23%","10,93%","40,60%","16,85%","56,91%","6,32%"
STALEXPORT-AUTOSTRADY,STALEXP,2013/Q2,"14,16%","2,31%","46,10%","15,03%","44,31%","21,97%","60,43%","7,08%"
STALEXPORT-AUTOSTRADY,STALEXP,2013/Q3,"19,59%","3,66%","53,26%","23,02%","51,08%","31,75%","66,48%","8,47%"
STALEXPORT-AUTOSTRADY,STALEXP,2013/Q4,"23,93%","4,70%","55,79%","28,36%","53,36%","38,44%","68,08%","9,24%"
STALEXPORT-AUTOSTRADY,STALEXP,2014/Q1,"25,45%","5,23%","56,90%","30,96%","54,09%","41,60%","68,37%","9,60%"
STALEXPORT-AUTOSTRADY,STALEXP,2014/Q2,"24,35%","5,06%","55,18%","30,11%","52,57%","41,33%","66,44%","9,27%"
STALEXPORT-AUTOSTRADY,STALEXP,2014/Q3,"19,63%","4,30%","48,81%","25,65%","46,87%","35,59%","60,70%","8,18%"
STALEXPORT-AUTOSTRADY,STALEXP,2014/Q4,"20,11%","4,60%","48,20%","27,18%","46,40%","36,15%","59,76%","8,15%"
STALEXPORT-AUTOSTRADY,STALEXP,2015/Q1,"20,30%","4,96%","49,07%","28,45%","47,64%","37,68%","60,68%","8,56%"
STALEXPORT-AUTOSTRADY,STALEXP,2015/Q2,"22,16%","5,75%","52,14%","32,36%","49,83%","41,92%","63,48%","9,26%"
STALEXPORT-AUTOSTRADY,STALEXP,2015/Q3,"26,34%","7,60%","62,27%","41,24%","59,37%","53,16%","72,91%","11,47%"
STALEXPORT-AUTOSTRADY,STALEXP,2015/Q4,"27,17%","8,26%","64,65%","43,27%","62,00%","56,42%","75,02%","12,34%"
STALEXPORT-AUTOSTRADY,STALEXP,2016/Q1,"29,69%","9,92%","71,93%","49,82%","69,40%","64,27%","82,36%","14,33%"
STALEXPORT-AUTOSTRADY,STALEXP,2016/Q2,"28,99%","10,05%","72,49%","50,57%","70,79%","65,19%","82,71%","14,40%"
STALEXPORT-AUTOSTRADY,STALEXP,2016/Q3,"25,43%","9,51%","67,62%","46,93%","66,31%","60,40%","78,45%","13,70%"
STALEXPORT-AUTOSTRADY,STALEXP,2016/Q4,"27,42%","11,03%","76,07%","54,49%","74,49%","68,91%","86,05%","15,40%"
STALEXPORT-AUTOSTRADY,STALEXP,2017/Q1,"25,35%","10,82%","73,81%","52,71%","72,27%","66,94%","83,68%","15,15%"
STALEXPORT-AUTOSTRADY,STALEXP,2017/Q2,"26,64%","11,22%","74,35%","53,39%","72,88%","67,76%","84,21%","15,62%"
