Ticker,Nazwa,Kwartały,Udział zysku netto w przepływach operacyjnych,Wskaźnik źródeł finansowania inwestycji
ULMA-CONSTRUCCION,ULMA,2010/Q2,"-3,68%","113,45%"
ULMA-CONSTRUCCION,ULMA,2010/Q3,"5,00%","126,53%"
ULMA-CONSTRUCCION,ULMA,2010/Q4,"9,28%","127,07%"
ULMA-CONSTRUCCION,ULMA,2011/Q1,"12,76%","124,91%"
ULMA-CONSTRUCCION,ULMA,2011/Q2,"19,98%","80,59%"
ULMA-CONSTRUCCION,ULMA,2011/Q3,"28,71%","78,83%"
ULMA-CONSTRUCCION,ULMA,2011/Q4,"33,43%","75,99%"
ULMA-CONSTRUCCION,ULMA,2012/Q1,"32,95%","60,67%"
ULMA-CONSTRUCCION,ULMA,2012/Q2,"29,70%","60,89%"
ULMA-CONSTRUCCION,ULMA,2012/Q3,"21,74%","67,59%"
ULMA-CONSTRUCCION,ULMA,2012/Q4,"14,40%","80,01%"
ULMA-CONSTRUCCION,ULMA,2013/Q1,"10,56%","124,81%"
ULMA-CONSTRUCCION,ULMA,2013/Q2,"6,84%","141,05%"
ULMA-CONSTRUCCION,ULMA,2013/Q3,"4,64%","139,42%"
ULMA-CONSTRUCCION,ULMA,2013/Q4,"0,10%","101,43%"
ULMA-CONSTRUCCION,ULMA,2014/Q1,"-2,44%","100,96%"
ULMA-CONSTRUCCION,ULMA,2014/Q2,"-6,93%","120,91%"
ULMA-CONSTRUCCION,ULMA,2014/Q3,"-11,59%","82,44%"
ULMA-CONSTRUCCION,ULMA,2014/Q4,"-8,30%","93,23%"
ULMA-CONSTRUCCION,ULMA,2015/Q1,"0,13%","68,62%"
ULMA-CONSTRUCCION,ULMA,2015/Q2,"3,74%","71,85%"
ULMA-CONSTRUCCION,ULMA,2015/Q3,"4,80%","96,60%"
ULMA-CONSTRUCCION,ULMA,2015/Q4,"11,85%","92,76%"
ULMA-CONSTRUCCION,ULMA,2016/Q1,"35,17%","172,17%"
ULMA-CONSTRUCCION,ULMA,2016/Q2,"-171,22%","-269,36%"
ULMA-CONSTRUCCION,ULMA,2016/Q3,"-52,96%",
ULMA-CONSTRUCCION,ULMA,2016/Q4,"278,38%",
ULMA-CONSTRUCCION,ULMA,2017/Q1,"68,72%",
ULMA-CONSTRUCCION,ULMA,2017/Q2,"38,59%","34,09%"
ULMA-CONSTRUCCION,ULMA,2017/Q3,"74,64%","-1,78%"
ULMA-CONSTRUCCION,ULMA,2017/Q4,"131,46%","-10,38%"
ULMA-CONSTRUCCION,ULMA,2018/Q1,"160,37%","-16,38%"
ULMA-CONSTRUCCION,ULMA,2018/Q2,"235,35%",
ULMA-CONSTRUCCION,ULMA,2018/Q3,"158,55%",
ULMA-CONSTRUCCION,ULMA,2018/Q4,"138,15%",
ULMA-CONSTRUCCION,ULMA,2019/Q1,"150,96%",
ULMA-CONSTRUCCION,ULMA,2019/Q2,"167,97%",
ULMA-CONSTRUCCION,ULMA,2019/Q3,"100,22%",
ULMA-CONSTRUCCION,ULMA,2019/Q4,"166,40%",
ULMA-CONSTRUCCION,ULMA,2020/Q1,"237,58%",
ULMA-CONSTRUCCION,ULMA,2020/Q2,"96,48%","12,24%"
ULMA-CONSTRUCCION,ULMA,2020/Q3,"124,87%","154,56%"
ULMA-CONSTRUCCION,ULMA,2020/Q4,"52,94%","50,81%"
ULMA-CONSTRUCCION,ULMA,2021/Q1,"30,88%","56,07%"
ULMA-CONSTRUCCION,ULMA,2021/Q2,"42,27%","-20,27%"
ULMA-CONSTRUCCION,ULMA,2021/Q3,"72,21%",
ULMA-CONSTRUCCION,ULMA,2021/Q4,"85,71%",
ULMA-CONSTRUCCION,ULMA,2022/Q1,"168,13%",
ULMA-CONSTRUCCION,ULMA,2022/Q2,"-2 283,89%","-22,09%"
ULMA-CONSTRUCCION,ULMA,2022/Q3,"-252,28%","-41,58%"
ULMA-CONSTRUCCION,ULMA,2022/Q4,"-311,66%","-37,17%"
ULMA-CONSTRUCCION,ULMA,2023/Q1,"232,43%","168,23%"
ULMA-CONSTRUCCION,ULMA,2023/Q2,"67,58%",
ULMA-CONSTRUCCION,ULMA,2023/Q3,"59,32%",
ULMA-CONSTRUCCION,ULMA,2023/Q4,"86,40%",
ULMA-CONSTRUCCION,ULMA,2024/Q1,"98,81%",
ULMA-CONSTRUCCION,ULMA,2024/Q2,"415,54%","-3,80%"
ULMA-CONSTRUCCION,ULMA,2024/Q3,"-134,66%","-175,58%"
ULMA-CONSTRUCCION,ULMA,2024/Q4,"-96,28%","-109,00%"
ULMA-CONSTRUCCION,ULMA,2025/Q1,"-66,33%","-89,31%"
UNF,UNFOLD,2009/Q4,"35,82%",
UNF,UNFOLD,2010/Q4,"230,75%","101,18%"
UNF,UNFOLD,2011/Q1,"158,27%","97,21%"
UNF,UNFOLD,2011/Q2,"192,83%","95,68%"
UNF,UNFOLD,2011/Q3,"117,89%",
UNF,UNFOLD,2011/Q4,"127,22%","101,24%"
UNF,UNFOLD,2012/Q1,"248,45%","75,84%"
UNF,UNFOLD,2012/Q2,"125,89%","81,48%"
UNF,UNFOLD,2012/Q3,"174,05%","99,92%"
UNF,UNFOLD,2012/Q4,"213,60%","102,65%"
UNF,UNFOLD,2013/Q1,"168,30%","145,07%"
UNF,UNFOLD,2013/Q2,"111,34%","318,62%"
UNF,UNFOLD,2013/Q3,"136,64%","100,33%"
UNF,UNFOLD,2013/Q4,"91,21%","100,06%"
UNF,UNFOLD,2014/Q1,"68,97%","101,36%"
UNF,UNFOLD,2014/Q2,"89,00%","62,94%"
UNF,UNFOLD,2014/Q3,"76,26%","57,95%"
UNF,UNFOLD,2014/Q4,"-118,86%","43,46%"
UNF,UNFOLD,2015/Q1,"-47,01%","75,22%"
UNF,UNFOLD,2015/Q2,"-81,36%","135,63%"
UNF,UNFOLD,2015/Q3,"-31,61%","143,58%"
UNF,UNFOLD,2015/Q4,"-188,59%","106,45%"
UNF,UNFOLD,2016/Q1,"-279,33%","108,20%"
UNF,UNFOLD,2016/Q2,"-241,98%","40,99%"
UNF,UNFOLD,2016/Q3,"-361,93%","77,19%"
UNF,UNFOLD,2016/Q4,"-109,42%","83,58%"
UNF,UNFOLD,2017/Q1,"-103,51%","66,82%"
UNF,UNFOLD,2017/Q2,"50,40%","-145,55%"
UNF,UNFOLD,2017/Q3,"501,86%","-33,98%"
UNF,UNFOLD,2017/Q4,"-114,42%","7,73%"
UNF,UNFOLD,2018/Q1,"-317,45%","12,12%"
UNF,UNFOLD,2018/Q2,"-249,76%","14,31%"
UNF,UNFOLD,2018/Q3,"-344,69%","14,87%"
UNF,UNFOLD,2018/Q4,"-3,81%","-337,06%"
UNF,UNFOLD,2019/Q1,"361,23%","-112,24%"
UNF,UNFOLD,2019/Q2,"179,98%","-87,01%"
UNF,UNFOLD,2019/Q3,"475,59%","-368,98%"
UNF,UNFOLD,2019/Q4,"262,10%","-57,74%"
UNF,UNFOLD,2020/Q1,"251,57%","-127,30%"
UNF,UNFOLD,2020/Q2,"115,75%","-64,97%"
UNF,UNFOLD,2020/Q3,"-21,30%","-11,02%"
UNF,UNFOLD,2020/Q4,"-446,74%","-95,39%"
UNF,UNFOLD,2021/Q1,"-476,02%","-94,74%"
UNF,UNFOLD,2021/Q2,"-839,86%","-189,84%"
UNF,UNFOLD,2021/Q3,"-1 083,63%","-174,47%"
UNF,UNFOLD,2021/Q4,"-4 461,49%","-225,71%"
UNF,UNFOLD,2022/Q1,"-4 222,20%","-156,97%"
UNF,UNFOLD,2022/Q2,"-1 866,77%",
UNF,UNFOLD,2022/Q3,"1 765,80%",
UNF,UNFOLD,2022/Q4,"-596,19%",
UNF,UNFOLD,2023/Q1,"-767,23%",
UNF,UNFOLD,2023/Q2,"-515,38%","-242,47%"
UNF,UNFOLD,2023/Q3,"77,64%",
UNF,UNFOLD,2023/Q4,"287,84%",
UNF,UNFOLD,2024/Q1,"299,53%",
UNF,UNFOLD,2024/Q2,"531,14%",
UNF,UNFOLD,2024/Q3,"990,79%","-105,32%"
UNF,UNFOLD,2024/Q4,"650,63%",
UNF,UNFOLD,2025/Q1,"1 318,61%",
UNIBEP,UNIBEP,2007/Q4,"56,11%","16,29%"
UNIBEP,UNIBEP,2008/Q4,"-954,25%","24,85%"
UNIBEP,UNIBEP,2009/Q1,"-172,12%","82,84%"
UNIBEP,UNIBEP,2009/Q2,"-103,62%","-186,66%"
UNIBEP,UNIBEP,2009/Q3,"-129,49%","-369,99%"
UNIBEP,UNIBEP,2009/Q4,"-67,31%","-68,62%"
UNIBEP,UNIBEP,2010/Q1,"-48,29%","-9,31%"
UNIBEP,UNIBEP,2010/Q2,"-680,79%",
UNIBEP,UNIBEP,2010/Q3,"94,01%",
UNIBEP,UNIBEP,2010/Q4,"88,20%","36,98%"
UNIBEP,UNIBEP,2011/Q1,"123,05%","20,14%"
UNIBEP,UNIBEP,2011/Q2,"113,08%","31,82%"
UNIBEP,UNIBEP,2011/Q3,"-61,94%","-107,29%"
UNIBEP,UNIBEP,2011/Q4,"96,70%","73,40%"
UNIBEP,UNIBEP,2012/Q1,"52,79%","146,17%"
UNIBEP,UNIBEP,2012/Q2,"62,39%","81,76%"
UNIBEP,UNIBEP,2012/Q3,"48,46%","95,46%"
UNIBEP,UNIBEP,2012/Q4,"57,69%","111,82%"
UNIBEP,UNIBEP,2013/Q1,"32,37%",
UNIBEP,UNIBEP,2013/Q2,"39,72%",
UNIBEP,UNIBEP,2013/Q3,"-261,64%",
UNIBEP,UNIBEP,2013/Q4,"29,76%",
UNIBEP,UNIBEP,2014/Q1,"443,13%","118,77%"
UNIBEP,UNIBEP,2014/Q2,"68,59%","61,02%"
UNIBEP,UNIBEP,2014/Q3,"18,54%","16,53%"
UNIBEP,UNIBEP,2014/Q4,"36,62%","20,18%"
UNIBEP,UNIBEP,2015/Q1,"153,07%","-68,49%"
UNIBEP,UNIBEP,2015/Q2,"171,89%","-347,99%"
UNIBEP,UNIBEP,2015/Q3,"71,75%","-414,56%"
UNIBEP,UNIBEP,2015/Q4,"58,23%","99,41%"
UNIBEP,UNIBEP,2016/Q1,"59,96%","89,52%"
UNIBEP,UNIBEP,2016/Q2,"375,93%","-143,48%"
UNIBEP,UNIBEP,2016/Q3,"-92,77%","-82,45%"
UNIBEP,UNIBEP,2016/Q4,"-227,78%","31,67%"
UNIBEP,UNIBEP,2017/Q1,"110,42%","11,53%"
UNIBEP,UNIBEP,2017/Q2,"33,62%","9,46%"
UNIBEP,UNIBEP,2017/Q3,"44,93%",
UNIBEP,UNIBEP,2017/Q4,"25,50%",
UNIBEP,UNIBEP,2018/Q1,"-510,46%","-15,45%"
UNIBEP,UNIBEP,2018/Q2,"-305,71%","-66,25%"
UNIBEP,UNIBEP,2018/Q3,"-63,02%","-38,81%"
UNIBEP,UNIBEP,2018/Q4,"-23,64%","-19,39%"
UNIBEP,UNIBEP,2019/Q1,"33,08%","3,93%"
UNIBEP,UNIBEP,2019/Q2,"15,30%",
UNIBEP,UNIBEP,2019/Q3,"17,65%","8,59%"
UNIBEP,UNIBEP,2019/Q4,"15,81%","13,52%"
UNIBEP,UNIBEP,2020/Q1,"15,91%","31,36%"
UNIBEP,UNIBEP,2020/Q2,"18,35%","66,22%"
UNIBEP,UNIBEP,2020/Q3,"22,57%","26,87%"
UNIBEP,UNIBEP,2020/Q4,"30,69%","7,90%"
UNIBEP,UNIBEP,2021/Q1,"560,24%","11,53%"
UNIBEP,UNIBEP,2021/Q2,"-244,08%","-33,73%"
UNIBEP,UNIBEP,2021/Q3,"62,88%",
UNIBEP,UNIBEP,2021/Q4,"-1 103,02%","59,73%"
UNIBEP,UNIBEP,2022/Q1,"85,28%",
UNIBEP,UNIBEP,2022/Q2,"-56,92%","-240,44%"
UNIBEP,UNIBEP,2022/Q3,"-42,00%","-78,26%"
UNIBEP,UNIBEP,2022/Q4,"-176,23%","-75,09%"
UNIBEP,UNIBEP,2023/Q1,"45,80%","-787,70%"
UNIBEP,UNIBEP,2023/Q2,"-4,52%","-3 136,05%"
UNIBEP,UNIBEP,2023/Q3,"-66,82%","1,76%"
UNIBEP,UNIBEP,2023/Q4,"-105,60%",
UNIBEP,UNIBEP,2024/Q1,"-336,37%",
UNIBEP,UNIBEP,2024/Q2,"-202,48%",
UNIBEP,UNIBEP,2024/Q3,"296,19%",
UNIBEP,UNIBEP,2024/Q4,"-54,21%",
UNIBEP,UNIBEP,2025/Q1,"-1,54%",
UNIMOT-GAZ,UNIMOT,2011/Q4,"29,17%","64,92%"
UNIMOT-GAZ,UNIMOT,2012/Q2,"14,45%","64,92%"
UNIMOT-GAZ,UNIMOT,2012/Q3,"-10,42%","72,45%"
UNIMOT-GAZ,UNIMOT,2012/Q4,"-27,24%","112,79%"
UNIMOT-GAZ,UNIMOT,2013/Q1,"-41,46%","114,31%"
UNIMOT-GAZ,UNIMOT,2013/Q2,"191,66%","75,74%"
UNIMOT-GAZ,UNIMOT,2013/Q3,"6,11%","42,92%"
UNIMOT-GAZ,UNIMOT,2013/Q4,"19,26%","33,38%"
UNIMOT-GAZ,UNIMOT,2014/Q1,"405,23%",
UNIMOT-GAZ,UNIMOT,2014/Q2,"-12,42%","23,04%"
UNIMOT-GAZ,UNIMOT,2014/Q3,"-25,55%","88,18%"
UNIMOT-GAZ,UNIMOT,2014/Q4,"-99,45%","163,33%"
UNIMOT-GAZ,UNIMOT,2015/Q1,"-29,44%","71,39%"
UNIMOT-GAZ,UNIMOT,2015/Q2,"51,26%","93,79%"
UNIMOT-GAZ,UNIMOT,2015/Q3,"-35,08%","87,68%"
UNIMOT-GAZ,UNIMOT,2015/Q4,"-153,77%","-271,85%"
UNIMOT-GAZ,UNIMOT,2016/Q1,"-20,81%","-3,67%"
UNIMOT-GAZ,UNIMOT,2016/Q2,"-18,95%","-2,90%"
UNIMOT-GAZ,UNIMOT,2016/Q3,"-50,90%","-8,99%"
UNIMOT-GAZ,UNIMOT,2016/Q4,"-21,56%","-8,45%"
UNIMOT-GAZ,UNIMOT,2017/Q1,"-38,78%","448,36%"
UNIMOT-GAZ,UNIMOT,2017/Q2,"-64,01%","20,93%"
UNIMOT-GAZ,UNIMOT,2017/Q3,"-37,63%","-15,76%"
UNIMOT-GAZ,UNIMOT,2017/Q4,"117,46%","4,29%"
UNIMOT-GAZ,UNIMOT,2018/Q1,"35,19%","25,67%"
UNIMOT-GAZ,UNIMOT,2018/Q2,"4,33%","-3,54%"
UNIMOT-GAZ,UNIMOT,2018/Q3,"140,28%","-8,41%"
UNIMOT-GAZ,UNIMOT,2018/Q4,"-0,38%","-1,93%"
UNIMOT-GAZ,UNIMOT,2019/Q1,"77,93%",
UNIMOT-GAZ,UNIMOT,2019/Q2,"70,60%",
UNIMOT-GAZ,UNIMOT,2019/Q3,"-1 787,11%","-18,94%"
UNIMOT-GAZ,UNIMOT,2019/Q4,"252,26%","68,28%"
UNIMOT-GAZ,UNIMOT,2020/Q1,"25,50%","4,29%"
UNIMOT-GAZ,UNIMOT,2020/Q2,"31,97%","4,58%"
UNIMOT-GAZ,UNIMOT,2020/Q3,"14,71%","5,04%"
UNIMOT-GAZ,UNIMOT,2020/Q4,"23,34%","6,39%"
UNIMOT-GAZ,UNIMOT,2021/Q1,"-263,91%","-20,70%"
UNIMOT-GAZ,UNIMOT,2021/Q2,"-381,87%","-28,60%"
UNIMOT-GAZ,UNIMOT,2021/Q3,"-81,04%","-19,54%"
UNIMOT-GAZ,UNIMOT,2021/Q4,"-54,48%","-10,79%"
UNIMOT-GAZ,UNIMOT,2022/Q1,"-289,64%","-11,62%"
UNIMOT-GAZ,UNIMOT,2022/Q2,"328,99%","27,77%"
UNIMOT-GAZ,UNIMOT,2022/Q3,"120,38%","12,00%"
UNIMOT-GAZ,UNIMOT,2022/Q4,"74,45%","22,77%"
UNIMOT-GAZ,UNIMOT,2023/Q1,"89,55%","22,62%"
UNIMOT-GAZ,UNIMOT,2023/Q2,"102,35%","65,76%"
UNIMOT-GAZ,UNIMOT,2023/Q3,"81,29%","62,43%"
UNIMOT-GAZ,UNIMOT,2023/Q4,"-1 628,52%","98,42%"
UNIMOT-GAZ,UNIMOT,2024/Q1,"822,15%","95,12%"
UNIMOT-GAZ,UNIMOT,2024/Q2,"-233,79%","-18,39%"
UNIMOT-GAZ,UNIMOT,2024/Q3,"-3 073,12%","-18,03%"
UNIMOT-GAZ,UNIMOT,2024/Q4,"82,28%","-137,10%"
UNIMOT-GAZ,UNIMOT,2025/Q1,"52,57%","-24,95%"
URT,URTESTE,2019/Q4,"91,71%","179,25%"
URT,URTESTE,2020/Q4,"39,14%","14,19%"
URT,URTESTE,2021/Q1,"26,40%","-10,45%"
URT,URTESTE,2021/Q2,"23,59%",
URT,URTESTE,2021/Q3,"53,56%","0,25%"
URT,URTESTE,2021/Q4,"169,85%","7,49%"
URT,URTESTE,2022/Q1,"172,96%","15,45%"
URT,URTESTE,2022/Q2,"175,97%","30,94%"
URT,URTESTE,2022/Q3,"158,49%","-44,16%"
URT,URTESTE,2022/Q4,"108,50%","-30,54%"
URT,URTESTE,2023/Q1,"113,43%","-15,48%"
URT,URTESTE,2023/Q2,"140,03%","1,26%"
URT,URTESTE,2023/Q3,"136,53%","111,57%"
URT,URTESTE,2023/Q4,"104,96%","110,38%"
URT,URTESTE,2024/Q1,"86,96%","98,82%"
URT,URTESTE,2024/Q2,"66,45%","-318,42%"
URT,URTESTE,2024/Q3,"62,23%",
URT,URTESTE,2024/Q4,"66,40%",
URT,URTESTE,2025/Q1,"75,57%",
VGO,VIGOPHOTN,2012/Q4,"117,16%","181,35%"
VGO,VIGOPHOTN,2013/Q4,"97,76%","62,80%"
VGO,VIGOPHOTN,2014/Q4,"149,16%","65,44%"
VGO,VIGOPHOTN,2015/Q1,"180,83%","102,12%"
VGO,VIGOPHOTN,2015/Q2,"167,09%","77,71%"
VGO,VIGOPHOTN,2015/Q3,"180,71%","49,53%"
VGO,VIGOPHOTN,2015/Q4,"110,02%","107,46%"
VGO,VIGOPHOTN,2016/Q1,"112,33%","175,36%"
VGO,VIGOPHOTN,2016/Q2,"160,80%","799,10%"
VGO,VIGOPHOTN,2016/Q3,"114,40%","229,72%"
VGO,VIGOPHOTN,2016/Q4,"110,26%","114,47%"
VGO,VIGOPHOTN,2017/Q1,"103,50%","73,79%"
VGO,VIGOPHOTN,2017/Q2,"95,43%","70,65%"
VGO,VIGOPHOTN,2017/Q3,"79,19%","73,13%"
VGO,VIGOPHOTN,2017/Q4,"87,09%","96,52%"
VGO,VIGOPHOTN,2018/Q1,"108,60%","123,28%"
VGO,VIGOPHOTN,2018/Q2,"98,50%","86,40%"
VGO,VIGOPHOTN,2018/Q3,"94,97%","112,73%"
VGO,VIGOPHOTN,2018/Q4,"143,50%","110,07%"
VGO,VIGOPHOTN,2019/Q1,"157,90%","110,05%"
VGO,VIGOPHOTN,2019/Q2,"101,44%","99,36%"
VGO,VIGOPHOTN,2019/Q3,"142,68%","98,01%"
VGO,VIGOPHOTN,2019/Q4,"89,89%","89,79%"
VGO,VIGOPHOTN,2020/Q1,"57,49%","83,67%"
VGO,VIGOPHOTN,2020/Q2,"82,90%","77,75%"
VGO,VIGOPHOTN,2020/Q3,"73,76%","84,06%"
VGO,VIGOPHOTN,2020/Q4,"153,58%","99,07%"
VGO,VIGOPHOTN,2021/Q1,"172,08%","124,49%"
VGO,VIGOPHOTN,2021/Q2,"170,79%","126,81%"
VGO,VIGOPHOTN,2021/Q3,"164,17%","100,69%"
VGO,VIGOPHOTN,2021/Q4,"134,05%","127,08%"
VGO,VIGOPHOTN,2022/Q1,"119,92%","122,86%"
VGO,VIGOPHOTN,2022/Q2,"127,34%","117,87%"
VGO,VIGOPHOTN,2022/Q3,"218,23%","137,36%"
VGO,VIGOPHOTN,2022/Q4,"191,03%","123,62%"
VGO,VIGOPHOTN,2023/Q1,"326,62%","93,17%"
VGO,VIGOPHOTN,2023/Q2,"114,51%","100,53%"
VGO,VIGOPHOTN,2023/Q3,"40,82%","71,36%"
VGO,VIGOPHOTN,2023/Q4,"-19,44%","96,83%"
VGO,VIGOPHOTN,2024/Q1,"-56,48%","30,94%"
VGO,VIGOPHOTN,2024/Q2,"-146,95%","41,59%"
VGO,VIGOPHOTN,2024/Q3,"-270,46%","54,74%"
VGO,VIGOPHOTN,2024/Q4,"53,41%","29,14%"
VGO,VIGOPHOTN,2025/Q1,"56,70%","-21,49%"
VINDEXUS,VINDEXUS,2007/Q4,"484,17%","99,86%"
VINDEXUS,VINDEXUS,2008/Q4,"259,08%","99,80%"
VINDEXUS,VINDEXUS,2009/Q1,"297,55%","123,25%"
VINDEXUS,VINDEXUS,2009/Q2,"402,00%","128,70%"
VINDEXUS,VINDEXUS,2009/Q3,"334,18%","103,88%"
VINDEXUS,VINDEXUS,2009/Q4,"26 030,77%","98,29%"
VINDEXUS,VINDEXUS,2010/Q1,"-404,81%","112,91%"
VINDEXUS,VINDEXUS,2010/Q2,"316,63%","106,70%"
VINDEXUS,VINDEXUS,2010/Q3,"-319,47%","107,35%"
VINDEXUS,VINDEXUS,2010/Q4,"1 181,74%","102,16%"
VINDEXUS,VINDEXUS,2011/Q1,"-287,22%","92,55%"
VINDEXUS,VINDEXUS,2011/Q2,"-727,08%","99,22%"
VINDEXUS,VINDEXUS,2011/Q3,"4 522,63%","99,21%"
VINDEXUS,VINDEXUS,2011/Q4,"843,87%","96,65%"
VINDEXUS,VINDEXUS,2012/Q1,"225,03%","362,86%"
VINDEXUS,VINDEXUS,2012/Q2,"26,78%","33,26%"
VINDEXUS,VINDEXUS,2012/Q3,"94,09%","52,86%"
VINDEXUS,VINDEXUS,2012/Q4,"252,31%","100,33%"
VINDEXUS,VINDEXUS,2013/Q1,"326,24%","92,38%"
VINDEXUS,VINDEXUS,2013/Q2,"431,36%","89,94%"
VINDEXUS,VINDEXUS,2013/Q3,"74,85%","108,56%"
VINDEXUS,VINDEXUS,2013/Q4,"241,03%","78,99%"
VINDEXUS,VINDEXUS,2014/Q1,"155,20%","40,14%"
VINDEXUS,VINDEXUS,2014/Q2,"150,54%",
VINDEXUS,VINDEXUS,2014/Q3,"143,18%",
VINDEXUS,VINDEXUS,2014/Q4,"61,06%",
VINDEXUS,VINDEXUS,2015/Q1,"60,95%",
VINDEXUS,VINDEXUS,2015/Q2,"70,40%",
VINDEXUS,VINDEXUS,2015/Q3,"102,26%",
VINDEXUS,VINDEXUS,2015/Q4,"146,96%",
VINDEXUS,VINDEXUS,2016/Q1,"168,77%",
VINDEXUS,VINDEXUS,2016/Q2,"138,32%","28,77%"
VINDEXUS,VINDEXUS,2016/Q3,"113,44%","12,01%"
VINDEXUS,VINDEXUS,2016/Q4,"-109,24%","158,98%"
VINDEXUS,VINDEXUS,2017/Q1,"-121,49%","445,49%"
VINDEXUS,VINDEXUS,2017/Q2,"-106,06%","42,92%"
VINDEXUS,VINDEXUS,2017/Q3,"-59,79%","-366,87%"
VINDEXUS,VINDEXUS,2017/Q4,"520,93%","38,46%"
VINDEXUS,VINDEXUS,2018/Q1,"-1 279,48%","37,52%"
VINDEXUS,VINDEXUS,2018/Q2,"-1 464,97%",
VINDEXUS,VINDEXUS,2018/Q3,"87,09%","264,35%"
VINDEXUS,VINDEXUS,2018/Q4,"121,75%","-237,53%"
VINDEXUS,VINDEXUS,2019/Q1,"86,94%","211,44%"
VINDEXUS,VINDEXUS,2019/Q2,"-250,75%","-184,44%"
VINDEXUS,VINDEXUS,2019/Q3,"-171,95%","-36,90%"
VINDEXUS,VINDEXUS,2019/Q4,"-70,96%","-6,73%"
VINDEXUS,VINDEXUS,2020/Q1,"-62,56%",
VINDEXUS,VINDEXUS,2020/Q2,"36,43%",
VINDEXUS,VINDEXUS,2020/Q3,"19,92%",
VINDEXUS,VINDEXUS,2020/Q4,"13,92%",
VINDEXUS,VINDEXUS,2021/Q1,"28,14%",
VINDEXUS,VINDEXUS,2021/Q2,"45,78%",
VINDEXUS,VINDEXUS,2021/Q3,"71,33%",
VINDEXUS,VINDEXUS,2021/Q4,"98,01%","8,04%"
VINDEXUS,VINDEXUS,2022/Q1,"91,62%","9,60%"
VINDEXUS,VINDEXUS,2022/Q2,"93,82%","36,17%"
VINDEXUS,VINDEXUS,2022/Q3,"75,00%","90,47%"
VINDEXUS,VINDEXUS,2022/Q4,"237,71%",
VINDEXUS,VINDEXUS,2023/Q1,"163,89%",
VINDEXUS,VINDEXUS,2023/Q2,"-203,33%",
VINDEXUS,VINDEXUS,2023/Q3,"248,70%",
VINDEXUS,VINDEXUS,2023/Q4,"47,21%","121,86%"
VINDEXUS,VINDEXUS,2024/Q1,"50,92%","25,23%"
VINDEXUS,VINDEXUS,2024/Q2,"21,11%","5,18%"
VINDEXUS,VINDEXUS,2024/Q3,"30,65%","13,98%"
VINDEXUS,VINDEXUS,2024/Q4,"119,04%","23,19%"
VINDEXUS,VINDEXUS,2025/Q1,"133,68%","37,19%"
VOTUM,VOTUM,2007/Q4,"50,03%","64,26%"
VOTUM,VOTUM,2008/Q4,"50,19%","254,50%"
VOTUM,VOTUM,2009/Q4,"50,16%","78,92%"
VOTUM,VOTUM,2010/Q4,"76,41%","27,12%"
VOTUM,VOTUM,2011/Q1,"43,35%","100,78%"
VOTUM,VOTUM,2011/Q2,"116,17%","75,99%"
VOTUM,VOTUM,2011/Q3,"156,36%","44,63%"
VOTUM,VOTUM,2011/Q4,"121,65%","19,27%"
VOTUM,VOTUM,2012/Q1,"-412,07%",
VOTUM,VOTUM,2012/Q2,"134,44%",
VOTUM,VOTUM,2012/Q3,"119,68%",
VOTUM,VOTUM,2012/Q4,"144,20%","-198,89%"
VOTUM,VOTUM,2013/Q1,"212,12%","-829,16%"
VOTUM,VOTUM,2013/Q2,"116,85%","77,32%"
VOTUM,VOTUM,2013/Q3,"125,62%","293,54%"
VOTUM,VOTUM,2013/Q4,"74,08%","85,77%"
VOTUM,VOTUM,2014/Q1,"76,16%","127,11%"
VOTUM,VOTUM,2014/Q2,"52,70%","6,20%"
VOTUM,VOTUM,2014/Q3,"51,78%","2,66%"
VOTUM,VOTUM,2014/Q4,"67,41%","3,78%"
VOTUM,VOTUM,2015/Q1,"60,98%","3,42%"
VOTUM,VOTUM,2015/Q2,"89,23%","432,00%"
VOTUM,VOTUM,2015/Q3,"96,98%","38,45%"
VOTUM,VOTUM,2015/Q4,"112,76%","-357,64%"
VOTUM,VOTUM,2016/Q1,"140,93%","262,70%"
VOTUM,VOTUM,2016/Q2,"130,73%","80,68%"
VOTUM,VOTUM,2016/Q3,"118,65%","105,87%"
VOTUM,VOTUM,2016/Q4,"103,55%","99,97%"
VOTUM,VOTUM,2017/Q1,"99,90%","16,16%"
VOTUM,VOTUM,2017/Q2,"129,62%","-42,98%"
VOTUM,VOTUM,2017/Q3,"-4 043,27%","-42,76%"
VOTUM,VOTUM,2017/Q4,"-120,49%","-60,53%"
VOTUM,VOTUM,2018/Q1,"-43,50%","-26,94%"
VOTUM,VOTUM,2018/Q2,"-492,21%","-14,08%"
VOTUM,VOTUM,2018/Q3,"53,11%",
VOTUM,VOTUM,2018/Q4,"97,76%","0,15%"
VOTUM,VOTUM,2019/Q1,"85,52%","27,95%"
VOTUM,VOTUM,2019/Q2,"134,07%","58,59%"
VOTUM,VOTUM,2019/Q3,"201,91%","118,46%"
VOTUM,VOTUM,2019/Q4,"184,78%","91,51%"
VOTUM,VOTUM,2020/Q1,"190,67%","74,68%"
VOTUM,VOTUM,2020/Q2,"190,13%","34,76%"
VOTUM,VOTUM,2020/Q3,"455,85%","45,14%"
VOTUM,VOTUM,2020/Q4,"1 172,30%","224,60%"
VOTUM,VOTUM,2021/Q1,"-608,10%","-120,24%"
